,_id,_score,confirmed_numIncrease,date
714,USA_None_None2020-05-29,8.39241,25082,2020-05-29
715,USA_None_None2020-05-30,8.39241,23080,2020-05-30
716,USA_None_None2020-06-08,8.39241,16900,2020-06-08
717,USA_None_None2020-06-09,8.39241,20321,2020-06-09
718,USA_None_None2020-06-10,8.39241,21718,2020-06-10
719,USA_None_None2020-06-12,8.39241,25558,2020-06-12
720,USA_None_None2020-06-15,8.39241,20999,2020-06-15
721,USA_None_None2020-06-21,8.39241,25836,2020-06-21
722,USA_None_None2020-06-22,8.39241,29801,2020-06-22
723,USA_None_None2020-07-17,8.39241,66472,2020-07-17
724,USA_None_None2020-07-23,8.39241,67885,2020-07-23
725,USA_None_None2020-08-20,8.39241,45128,2020-08-20
726,USA_None_None2020-08-23,8.39241,31911,2020-08-23
727,USA_None_None2020-08-29,8.39241,43103,2020-08-29
728,USA_None_None2020-09-03,8.39241,45141,2020-09-03
729,USA_None_None2020-10-10,8.39241,55366,2020-10-10
730,USA_None_None2020-10-16,8.39241,70174,2020-10-16
731,USA_None_None2020-10-30,8.39241,99849,2020-10-30
732,USA_None_None2020-11-06,8.39241,127056,2020-11-06
733,USA_None_None2020-11-24,8.39241,173562,2020-11-24
734,USA_None_None2020-11-27,8.39241,214634,2020-11-27
735,USA_None_None2020-11-29,8.39241,140352,2020-11-29
736,USA_None_None2020-12-06,8.39241,179324,2020-12-06
737,USA_None_None2020-12-13,8.39241,191597,2020-12-13
738,USA_None_None2020-12-15,8.39241,226315,2020-12-15
739,USA_None_None2020-12-17,8.39241,240246,2020-12-17
740,USA_None_None2020-12-21,8.39241,196858,2020-12-21
741,USA_None_None2020-12-22,8.39241,205930,2020-12-22
742,USA_None_None2020-12-23,8.39241,221441,2020-12-23
743,USA_None_None2020-12-28,8.39241,173302,2020-12-28
744,USA_None_None2021-01-01,8.39241,178902,2021-01-01
745,USA_None_None2021-01-04,8.39241,185502,2021-01-04
746,USA_None_None2021-01-05,8.39241,232863,2021-01-05
747,USA_None_None2021-01-11,8.39241,203964,2021-01-11
748,USA_None_None2021-01-12,8.39241,221813,2021-01-12
749,USA_None_None2021-01-14,8.39241,235578,2021-01-14
750,USA_None_None2021-01-18,8.39241,140828,2021-01-18
751,USA_None_None2021-01-20,8.39241,187382,2021-01-20
752,USA_None_None2021-01-21,8.39241,192553,2021-01-21
753,USA_None_None2021-01-23,8.39241,178175,2021-01-23
754,USA_None_None2021-01-24,8.39241,140144,2021-01-24
755,USA_None_None2021-01-26,8.39241,151008,2021-01-26
756,USA_None_None2021-02-01,8.39241,125314,2021-02-01
757,USA_None_None2021-02-02,8.39241,117030,2021-02-02
758,USA_None_None2021-02-09,8.39241,95381,2021-02-09
759,USA_None_None2021-02-10,8.39241,95283,2021-02-10
760,USA_None_None2021-02-15,8.39241,55448,2021-02-15
761,USA_None_None2021-02-16,8.39241,59222,2021-02-16
762,USA_None_None2021-02-17,8.39241,68845,2021-02-17
763,USA_None_None2021-02-22,8.39241,55483,2021-02-22
764,USA_None_None2021-02-23,8.39241,73860,2021-02-23
765,USA_None_None2021-02-25,8.39241,77279,2021-02-25
766,USA_None_None2021-03-03,8.39241,67051,2021-03-03
767,USA_None_None2021-03-09,8.39241,55503,2021-03-09
768,USA_None_None2021-03-18,8.39241,62390,2021-03-18
769,USA_None_None2021-03-19,8.39241,61632,2021-03-19
770,USA_None_None2021-03-20,8.39241,58867,2021-03-20
771,USA_None_None2021-03-28,8.39241,46320,2021-03-28
772,USA_None_None2021-04-01,8.39241,76856,2021-04-01
773,USA_None_None2021-04-05,8.39241,67087,2021-04-05
774,USA_None_None2021-04-15,8.39241,73982,2021-04-15
775,USA_None_None2021-04-16,8.39241,83473,2021-04-16
776,USA_None_None2021-04-19,8.39241,58546,2021-04-19
777,USA_None_None2021-04-27,8.39241,52282,2021-04-27
778,USA_None_None2021-04-29,8.39241,58826,2021-04-29
779,USA_None_None2021-05-02,8.39241,30556,2021-05-02
780,USA_None_None2021-05-03,8.39241,44622,2021-05-03
781,USA_None_None2021-05-04,8.39241,42895,2021-05-04
782,USA_None_None2021-05-08,8.39241,35655,2021-05-08
783,USA_None_None2021-05-10,8.39241,32376,2021-05-10
784,USA_None_None2021-05-11,8.39241,35478,2021-05-11
785,USA_None_None2021-05-18,8.39241,28915,2021-05-18
786,USA_None_None2021-05-21,8.39241,28825,2021-05-21
787,USA_None_None2021-05-26,8.39241,24596,2021-05-26
788,USA_None_None2021-05-28,8.39241,22242,2021-05-28
789,USA_None_None2021-07-19,8.39241,48843,2021-07-19
790,USA_None_None2021-07-29,8.39241,72545,2021-07-29
791,USA_None_None2021-08-06,8.39241,251896,2021-08-06
792,USA_None_None2021-08-09,8.39241,159787,2021-08-09
793,USA_None_None2021-08-16,8.39241,194355,2021-08-16
794,USA_None_None2021-08-17,8.39241,150591,2021-08-17
795,USA_None_None2021-09-03,8.39241,235444,2021-09-03
796,USA_None_None2021-10-08,8.39241,131415,2021-10-08
797,USA_None_None2021-10-10,8.39241,39670,2021-10-10
798,USA_None_None2021-10-14,8.39241,86947,2021-10-14
799,USA_None_None2021-10-17,8.39241,31657,2021-10-17
800,USA_None_None2021-10-18,8.39241,98951,2021-10-18
801,USA_None_None2021-10-19,8.39241,81917,2021-10-19
802,USA_None_None2021-10-22,8.39241,95952,2021-10-22
803,USA_None_None2021-10-28,8.39241,75096,2021-10-28
804,USA_None_None2021-11-22,8.39241,144616,2021-11-22
805,USA_None_None2021-12-06,8.39241,177686,2021-12-06
806,USA_None_None2021-12-08,8.39241,149912,2021-12-08
807,USA_None_None2021-12-09,8.39241,124531,2021-12-09
808,USA_None_None2021-12-10,8.39241,158210,2021-12-10
809,USA_None_None2021-12-13,8.39241,185486,2021-12-13
810,USA_None_None2021-12-19,8.39241,89199,2021-12-19
811,USA_None_None2021-12-20,8.39241,240041,2021-12-20
812,USA_None_None2021-12-21,8.39241,179413,2021-12-21
813,USA_None_None2021-12-23,8.39241,269760,2021-12-23
814,USA_None_None2021-12-24,8.39241,248520,2021-12-24
815,USA_None_None2021-12-26,8.39241,178387,2021-12-26
816,USA_None_None2021-12-28,8.39241,362033,2021-12-28
817,USA_None_None2021-12-30,8.39241,590698,2021-12-30
818,USA_None_None2022-01-02,8.39241,285957,2022-01-02
819,USA_None_None2022-01-12,8.39241,848636,2022-01-12
820,USA_None_None2022-01-16,8.39241,479802,2022-01-16
821,USA_None_None2022-01-21,8.39241,841085,2022-01-21
822,USA_None_None2022-01-25,8.39241,493082,2022-01-25
823,USA_None_None2022-02-02,8.39241,329537,2022-02-02
824,USA_None_None2022-02-03,8.39241,274802,2022-02-03
825,USA_None_None2022-02-06,8.39241,83476,2022-02-06
826,USA_None_None2022-03-20,8.39241,11451,2022-03-20
827,USA_None_None2022-03-22,8.39241,24562,2022-03-22
828,USA_None_None2022-03-25,8.39241,46435,2022-03-25
829,USA_None_None2022-03-29,8.39241,24181,2022-03-29
830,USA_None_None2022-04-07,8.39241,50635,2022-04-07
831,USA_None_None2022-04-17,8.39241,7504,2022-04-17
832,USA_None_None2022-05-06,8.39241,128761,2022-05-06
833,USA_None_None2022-05-10,8.39241,70244,2022-05-10
834,USA_None_None2022-05-13,8.39241,87373,2022-05-13
835,USA_None_None2022-05-16,8.39241,178708,2022-05-16
836,USA_None_None2022-05-17,8.39241,84590,2022-05-17
837,USA_None_None2022-05-19,8.39241,135154,2022-05-19
838,USA_None_None2020-07-27,8.39241,59724,2020-07-27
839,USA_None_None2020-08-25,8.39241,42673,2020-08-25
840,USA_None_None2020-09-07,8.39241,24563,2020-09-07
841,USA_None_None2020-09-08,8.39241,26744,2020-09-08
842,USA_None_None2020-09-10,8.39241,39448,2020-09-10
843,USA_None_None2020-09-17,8.39241,45319,2020-09-17
844,USA_None_None2020-09-26,8.39241,43547,2020-09-26
845,USA_None_None2020-09-28,8.39241,37740,2020-09-28
846,USA_None_None2020-10-03,8.39241,49281,2020-10-03
847,USA_None_None2020-10-04,8.39241,33131,2020-10-04
848,USA_None_None2020-10-07,8.39241,49137,2020-10-07
849,USA_None_None2020-10-08,8.39241,57890,2020-10-08
850,USA_None_None2020-10-13,8.39241,50123,2020-10-13
851,USA_None_None2020-10-14,8.39241,58442,2020-10-14
852,USA_None_None2020-10-22,8.39241,79622,2020-10-22
853,USA_None_None2020-10-26,8.39241,64564,2020-10-26
854,USA_None_None2020-11-07,8.39241,127064,2020-11-07
855,USA_None_None2020-11-08,8.39241,119673,2020-11-08
856,USA_None_None2020-11-11,8.39241,147682,2020-11-11
857,USA_None_None2020-11-12,8.39241,158796,2020-11-12
858,USA_None_None2020-11-17,8.39241,164647,2020-11-17
859,USA_None_None2020-11-18,8.39241,171969,2020-11-18
860,USA_None_None2020-11-20,8.39241,201669,2020-11-20
861,USA_None_None2020-11-26,8.39241,117250,2020-11-26
862,USA_None_None2020-11-30,8.39241,154913,2020-11-30
863,USA_None_None2020-12-01,8.39241,197116,2020-12-01
864,USA_None_None2020-12-03,8.39241,220222,2020-12-03
865,USA_None_None2020-12-10,8.39241,236944,2020-12-10
